Domain,Sum of Estimated Clicks,Position
skintherapyletter.com,0.1,11.0
mollysims.com,2.5000000000000004,19.333333333333332
thatfreebiesite.com,0.2,10.0
daisyyellow.squarespace.com,0.1,15.0
techonthenet.com,0.7,18.5
free-ebooks.net,0.1,12.0
nextofwindows.com,2.5,6.0
diversionsjax.com,0.1,12.0
ponds.com,502.7999999999999,10.106382978723405
gordonsdirect.com,2.7,8.333333333333334
uesp.net,3.9,12.0
pdrhealth.com,3.8000000000000003,15.5
wcvb.com,0.9,13.0
aaxisarch.com,0.2,20.0
beautytoptotoe.com,18.6,9.642857142857142
filehorse.com,10.2,9.5
forums.longhaircommunity.com,20.899999999999995,13.517241379310345
dixon.usa4trade.com,0.2,19.0
webwecker-extertal.de,0.0,19.0
ieeexplore.ieee.org,2.4000000000000004,15.0
a-review.com,24.0,6.0
meilibahenlingasli.com,2.0,6.0
beautymakeupandyou.blogspot.com,1.3,9.5
avitec.com,0.1,19.0
fitandfabliving.com,0.1,17.0
mynrose.blogspot.com,0.1,18.0
seafriends.org.nz,10.7,10.0
butterpictures.com,2.6,14.0
walking.about.com,0.3,15.0
shuropody.com,0.1,17.0
dogsrusbarkery.com,0.2,20.0
personalcareproducts.org,29.7,7.833333333333333
healthcareers.about.com,2.5999999999999996,11.0
steamedu.com,0.5,6.0
beautifullyrefreshed.me,0.3,16.0
mamamia.com.au,3.000000000000001,12.363636363636363
id.answers.yahoo.com,0.5,16.0
tummywear.org,1.7999999999999998,5.0
phoenix-society.org,0.5,12.0
eleganceandbeautyreviews.com,8.8,7.5
heavenlyhomemakers.com,0.1,16.0
global.rakuten.com,72.9,8.642857142857142
en.bellebeirut.com,0.3,15.0
xojane.com,474.3999999999999,10.052631578947368
overstockdrugstore.com,0.6000000000000001,11.666666666666666
diabetesnet.com,0.5,13.5
pemikaz.in.th,0.2,9.0
galttech.com,4.0,4.0
postoffice.co.uk,0.3,20.0
achs.edu,0.7,16.5
sandigenovese.com,0.1,16.0
vanitytrove.com,54.9,7.714285714285714
abc15.com,0.1,15.0
thefiscaltimes.com,0.30000000000000004,11.5
daniellebeautybliss.wordpress.com,0.3,16.0
thekitchenpaper.com,29.5,6.0
expatliving.sg,5.300000000000001,8.2
nyxcosmetics.com,389.8999999999999,8.45
best-healing-meditation-online.com,0.1,16.0
fashionstylebeauty.com,0.1,15.0
thefarmersnest.com,0.2,19.0
osmiaorganics.com,0.3,16.0
overclock.net,3.2,4.0
thediybeautyprincess.wordpress.com,0.5,17.0
amg-lite.net,0.8,10.0
petinsurance.com,1.2000000000000002,14.0
beinggirl.com,1.1,13.333333333333334
shoppingkim.com,3.7000000000000006,17.666666666666668
spa-cosmetics.com,0.6,8.0
wholesomemommy.com,0.1,17.0
evismedical.com,0.1,20.0
tanningsuppliesunlimited.com,0.2,20.0
clearancejobs.com,0.2,20.0
celestechoo.com,0.1,14.0
scientificamerican.com,6.0,11.4
mysavings.com,0.5,6.0
adamrafferty.com,0.1,16.0
java2s.com,5.1,10.666666666666666
ersterkontakt.eu,6.800000000000001,12.0
animaldiversity.org,0.1,14.0
getfreesupples.com,0.1,12.0
stuffiputonmyself.com,0.3,17.0
healingcentercincinnati.org,143.0,3.0
technorms.com,0.5,15.0
924jeremiah.wordpress.com,10.3,8.5
thetipgarden.com,0.2,8.0
salonpas.us,0.4,15.5
bcaction.org,0.1,11.0
acnebestwaytogetridof.com,4.1,14.6
evonsoft.com,0.5,17.0
hunt4freebies.com,71.19999999999996,9.133333333333333
damninteresting.com,90.30000000000001,8.894736842105264
fysikolashes.com,7.0,8.2
makeupfiles.com,3.9,14.0
kcharlesco.com,1.0,14.0
blog.keloland.com,1.2,5.0
glamazonsblog.com,0.1,18.0
coldread.wordpress.com,16.7,3.0
trulia.com,6.7,13.0
wealthdaily.com,3.9000000000000004,1.5
pinsandprocrastination.com,118.7,8.604651162790697
en.wikipedia.org,25063.39999999999,9.614325068870523
healingcornerllc.com,24.0,6.0
alertservices.com,9.9,3.0
lawscot.org.uk,0.1,15.0
oldnavy.ca,2.8000000000000003,2.0
startaloecure.com,1.9,8.5
creativewhip.com,2.5,7.5
ifood.tv,0.8,4.0
exmed.net,1.5,14.4
pharmacyonclick.gr,0.1,18.0
bzzagent.co.uk,3.8000000000000003,12.5
beijaflornaturals.com,0.2,12.0
hometesterclub.com,62.099999999999994,12.88888888888889
psoriasisblob.com,28.5,2.0
mwahmakeup.blogspot.com,0.1,20.0
ommorphiabeautybar.com,0.1,15.0
myfitnesspal.com,15.899999999999997,14.909090909090908
es.aliexpress.com,0.6,7.5
adzuna.co.uk,3.9,15.0
huffingtonpost.co.uk,4.7,12.2
lipoqueen.com,0.3,13.0
themotley.com,2.8000000000000003,18.333333333333332
flawlessbeautyandskin.com,0.7000000000000001,15.5
songlyrics.com,1636.1999999999998,9.2
beauty2makeup.com,0.1,17.0
beverageonline.com,0.30000000000000004,13.5
blacknaps.org,110.4,9.579710144927537
uichildrens.org,1.6,19.0
elisertan.wordpress.com,9.5,3.5
boxedupbeauty.blogspot.com,6.2,4.0
restlesspalate.com,0.1,14.0
shopping.yahoo.com,14.0,13.916666666666666
lizziebranch.com,10.0,1.0
lmoor.com,7.0,6.0
oilspillcontrol.com,0.2,15.0
bluestarointment.com,9.399999999999999,13.8
listaka.com,2.2,8.0
vplick.com,0.1,18.0
hamptonsuncare.com,10.0,17.0
curious-and-confused-me.blogspot.com,2.5,17.5
deepaishopaholic.blogspot.com,0.8,9.0
missbirkin.wordpress.com,15.4,3.0
ulikblogrunner.wordpress.com,150.7,6.2
beauteviews.blogspot.com,0.1,13.0
leafly.com,140.0,9.833333333333334
beautybay.com,0.6,7.0
beautyeditor.ca,167.39999999999995,11.443037974683545
cleaningtips1.blogspot.com,0.1,15.0
wcosmetics.com.au,0.1,18.0
flashbak.com,0.2,10.0
striveforprogress.com,0.1,19.0
valleysundries.com,0.3,15.0
beautifulbuns.wordpress.com,25.4,12.142857142857142
shutterstock.com,14.999999999999998,12.916666666666666
gnet.org,40.5,12.4
vaseline.co.za,90.70000000000002,12.25
besskincare.com,0.4,13.0
catforum.com,2.0,9.5
aap.org,0.2,15.0
belledemoiselle.wordpress.com,27.5,7.352941176470588
foreverbeauty.biz,2.1,10.25
mutualfundstore.com,0.9,20.0
chaosmosnews.com,0.1,20.0
huffingtonpost.ca,45.7,13.030303030303031
woundsresearch.com,3.3000000000000003,9.833333333333334
mommyhood101.com,0.1,20.0
15minutefashion.about.com,1.7000000000000002,15.333333333333334
thehealingplace.me,29.0,15.0
edition.cnn.com,2.4000000000000004,17.0
drleonards.com,3.4,8.0
wilmar-international.com,0.4,18.5
avonshop.co.uk,0.30000000000000004,14.333333333333334
remedyspot.com,0.8,4.0
everygirlsanswer.com,13.699999999999998,11.4
webmd.com,22487.699999999884,6.710691823899371
samoa.publishpath.com,0.0,9.0
jeanninemorris.com,5.2,8.0
w8ji.com,1.0,18.5
canyonranch.com,5.1000000000000005,11.5
bzzagent.com,9.1,10.666666666666666
usnpl.com,0.4,12.0
newkidscenter.com,245.49999999999986,11.766666666666667
jubliarx.com,0.1,16.0
geekbeat.tv,0.8,13.5
amazingtanninglotions.com,0.4,8.0
smudgeguard.com,2.5,6.0
narscosmetics.eu,0.30000000000000004,18.333333333333332
wijrjzop.wordpress.com,0.1,20.0
greenoptions.com,0.2,13.0
motherhooddefined.com,0.1,16.0
gamerabilia.co.uk,0.2,10.0
delicatedesire.wordpress.com,3.5999999999999996,9.5
hairliciousinc.com,10.0,1.0
all-free-download.com,45.50000000000001,10.6
economictimes.indiatimes.com,2.9000000000000004,13.0
blackhairkitchen.com,0.1,11.0
tesco-baby.com,0.2,18.0
local-brookings.k12.sd.us,5.800000000000001,5.0
daisyyellowart.com,0.2,8.0
wameyo.expertscolumn.com,3.8000000000000003,12.857142857142858
prima.co.uk,0.2,8.0
blog.freshharvestga.com,28.6,3.0
catalog.md,0.30000000000000004,14.666666666666666
bbs.tianya.cn,0.5,10.0
tabitawhiteningcream.com,1.1,3.0
healthpromotion.ie,0.2,20.0
beautyandmakeuplove.com,0.1,15.0
men-uusa.com,0.1,11.0
spiderveinsbirmingham.com,1.8,9.0
angryyoungandpoor.com,3.8000000000000007,4.666666666666667
australianmade.com.au,0.8999999999999999,13.5
cargurus.com,1.0,11.0
buyoncost.com,229.0,5.0
trihealth.com,0.1,16.0
kraftrecipes.com,2.8000000000000003,11.333333333333334
experts-exchange.com,6.800000000000001,9.0
teenhelp.org,0.4,17.0
de.paperblog.com,4.0,4.0
izito.co.uk,1.0,13.5
nerulbazaar.com,9.299999999999999,4.666666666666667
healingwithin.com,0.1,20.0
alluringvapors.com,0.6,9.0
groziosala.lt,0.6000000000000001,13.5
tesaloncrit.blogspot.com,0.7000000000000001,12.0
tailfeathersnetwork.com,0.8,13.25
mr446.tumblr.com,0.4,16.5
healingbeauty.co.uk,0.1,20.0
fernandas.com,0.2,18.0
dehradunmart.com,0.30000000000000004,14.5
joybauer.com,0.1,19.0
dennisgrossmd.com,0.1,20.0
computerhope.com,0.4,16.0
rockonomica.com,0.1,18.0
truecouponing.com,0.30000000000000004,14.5
skinacea.com,786.7000000000007,9.022988505747126
kiamiller.com,22.4,4.555555555555555
matsumidwifery.com,0.1,18.0
thehealingplaceva.org,4.8,16.0
jacksonruiz.com,0.3,19.0
ironscience.co.uk,0.1,17.0
indigoandcanary.com,1.4000000000000001,20.0
newdirectionsaromatics.com,8.9,10.666666666666666
democraticunderground.com,1.1,13.0
excelmale.com,0.1,11.0
omahafastfoods.com,1.0,10.0
friendsfoodfamily.com,0.2,16.0
penghilangbekasluka.meilibahenlingasli.com,2.2,3.0
childrensalon.com,75.1,12.157894736842104
fixr.com,0.2,9.0
beardsandbanjos.co.za,0.3,13.0
paleoporn.net,1.2,12.0
chemicalbook.com,3.6000000000000005,15.333333333333334
tallcloverfarm.com,0.6,11.5
woundcareshop.com,0.4,14.666666666666666
epostoffice.gov.in,1.0,9.0
gadgets.ndtv.com,0.1,15.0
formulabenefits.com,0.2,9.0
beyondblackwhite.com,3.3,5.5
centerforchildwelfare.fmhi.usf.edu,0.4,20.0
babyworld.co.uk,3.3000000000000003,14.833333333333334
cookingclassy.com,7.3999999999999995,15.857142857142858
simplepurebeauty.com,22.9,4.0
jinxxedarrow.deviantart.com,57.0,7.0
themirroronmywall.com,34.400000000000006,12.576923076923077
brazenbrunette.com,0.1,19.0
mapsofworld.com,2.7,4.5
skincare.allwomenstalk.com,274.8,9.556962025316455
sabxpam.blogspot.com,0.3,17.0
isetan.com.sg,7.8,6.0
nails.allwomenstalk.com,21.2,8.076923076923077
breakingmuscle.com,23.900000000000002,9.0
crutchfielddermatology.com,2.1,7.0
wavehomesolutions.com,1.4000000000000001,2.0
essentialhm.com,10.6,7.666666666666667
uwphotographyguide.com,9.6,9.0
message.snopes.com,19.0,5.8
takethislife.com,5.5,3.0
dietsandcalories.com,0.2,19.0
groupon.com,14.700000000000001,10.909090909090908
charlottetilbury.com,87.1,10.4
animetric.blogspot.com,36.0,6.166666666666667
fitnessformulary.com,0.30000000000000004,17.5
scform.com,7.6000000000000005,13.88888888888889
universaltowerparts.com,0.1,12.0
shareguide.com,0.3,18.0
awaken.com,0.3,12.0
momjunction.com,36.400000000000006,12.0
maryjanesandgaloshes.com,0.2,20.0
tadkapasta.wordpress.com,0.1,20.0
penta.cz,0.2,19.0
naturalsouth.com,3.8,6.5
shop.ca,0.2,8.0
thesweetkitty216.blogspot.com,1.8000000000000003,8.0
forum.lowyat.net,0.5,15.0
capitalfm.co.ke,20.3,7.4
cshell4art.wordpress.com,0.4,9.0
yousavechemist.com.au,25.9,10.6
spaceheatercenter.com,1.0,8.0
thenightking.com,8.5,6.0
howremedies.com,0.1,15.0
ideas.coolest-homemade-costumes.com,0.6,5.0
jamaicans.com,0.1,11.0
urduhealth.com,0.1,14.0
laser-surgery-bangkok.com,12.700000000000001,7.5
simplecookingchannel.cucumbertown.com,0.6,5.0
emmateatteri.fi,0.1,13.0
uk.farnell.com,0.5,13.0
thebeardadvisor.com,0.1,19.0
walkhighlands.co.uk,1.9,14.0
fashion.telegraph.co.uk,7.3,12.4
ecolibrary.org,0.1,12.0
globalsources.com,1.5,16.375
metroparent.com,1.7,12.0
leanitup.com,1.1,3.0
terrificpets.com,0.1,15.0
carolina.com,0.1,13.0
matwolffitness.com,3.4,9.0
closetsamples.com,0.9,13.5
cybermonday.com,0.0,17.166666666666668
sebamedusa.com,0.2,15.0
spiritualitysolutions.com,0.2,19.0
kose.com.my,0.6,7.0
paintingstufftolooklikestuff.blogspot.com,0.1,18.0
thesimplybeloved.com,0.6,5.0
seattletimes.com,18.8,4.666666666666667
dalrock.wordpress.com,0.0,9.0
terres-dafrique.com,0.1,18.0
theconsciencefund.com,0.1,19.0
americanspadigital.com,0.3,14.0
pagesix.com,0.2,13.0
laxcrossword.com,4.2,10.0
naturetherapy.com,0.5,6.0
pakswholesale.com,23.6,4.0
allcocks.co.uk,1.7,12.0
chanshealthyhappyhair.blogspot.com,0.8999999999999999,7.0
pagesdigital.com,1.7,13.0
peacocks.co.uk,0.9000000000000001,18.5
canberradiscountpharmacy.com.au,2.9000000000000004,5.5
myforecast.com,3.6,11.0
freewtc.com,0.1,15.0
saganmorrow.com,54.0,13.0
megatypers.info,0.4,8.0
med-eng.com,14.000000000000002,12.2
animals.howstuffworks.com,12.2,11.75
minecraft.gamepedia.com,0.1,19.0
logovectors.net,0.2,20.0
m.theperfumeshop.com,0.2,20.0
cannonpowerworks.com,8.8,16.0
city-parfuemerie.com,0.4,18.0
pricespy.ie,0.2,14.5
retrievertraining.net,0.1,15.0
makebakecelebrate.com,0.7000000000000001,20.0
skinandmake-up.blogspot.com,0.6,18.5
kskybeauty.com,409.5999999999999,12.195652173913043
kendallhq.com,5.800000000000001,9.5
doitandhow.com,0.5,6.0
science.jrank.org,3.2,16.0
randomandquick.blogspot.com,0.5,17.333333333333332
pharmacist.com,1.2,7.0
ianfleming.com,0.4,19.5
nwitimes.com,0.9,13.0
anichini.net,0.0,20.0
foodinjars.com,1.6,11.571428571428571
cancer.gov,9.999999999999998,11.923076923076923
e-sante.fr,1.3,7.0
vonbeau.com,2.5,1.0
accaglobal.com,4.0,14.0
overdrive.com,1.1,16.0
blog.pharmacymix.com,157.1,8.5
shop.virginhairguide.com,0.1,19.0
quest.arc.nasa.gov,0.2,15.5
members.ybor.org,0.1,11.0
radonc.wustl.edu,0.1,13.0
kit.hi-ho.ne.jp,0.0,16.0
verabradley.com,36.900000000000006,3.5
feliciabeautyshop.com,1.5,6.0
courses.washington.edu,2.5,1.0
thejoykitchen.com,1.1,3.0
stachemedia.wordpress.com,1.0,6.0
znaturalfoods.com,0.4,9.0
beauty.allwomenstalk.com,74.80000000000001,9.75
childrenscolorado.org,0.5,14.75
nerfhaven.com,0.2,10.0
chemicasoft.com,2.5,5.0
bakingmad.com,3.2,4.0
missingmoney.com,0.3,7.0
stylesatlife.com,24.400000000000002,7.4
dumptruckbutterlips.com,1.1,14.0
sunyislandblu.com,0.1,19.0
phys.org,3.0000000000000004,8.5
snapguide.com,74.20000000000002,12.793103448275861
eyelashes.site,1.0,14.0
advanced-rar-repair.en.softonic.com,23.799999999999997,4.5
gsoftpen.com,6.4,9.0
egyptianmagic.com,0.30000000000000004,19.0
uelzing.com,0.3,7.0
madrabbitwire.com,0.1,15.0
colastuffusa.com,0.4,9.0
clearwordcounseling.org,0.5,13.0
orajel.com,0.7,14.5
marniesreviews.blogspot.com,0.8999999999999999,7.0
bodyecology.com,5.5,11.2
repository.unej.ac.id,0.3,18.0
acnecureremedy.info,0.1,20.0
eatyourkimchi.com,4.2,2.0
allure.com,7388.299999999988,9.670588235294117
intouchweekly.com,0.1,20.0
de-de.gos.sk.fb.me,0.1,13.0
sickfromsalicylates.com,0.4,18.0
salon-services.com,0.1,14.0
myradiotherapy.com,3.1000000000000005,11.0
poleexercise.co.uk,53.599999999999994,8.666666666666666
hairsprayandhighheels.net,3.0,10.333333333333334
molyduval.com,0.2,19.0
ensogo.co.th,0.1,15.0
davidreviews.com,2.4,4.0
footasylum.com,0.1,16.0
babycarebfd.files.wordpress.com,0.2,17.0
cruxcrush.com,0.4,9.0
eyesoftheworldvt.com,0.5,12.0
komazahaircare.com,1.3,12.0
nextavenue.org,1.4000000000000001,2.0
primermagazine.com,13.299999999999997,12.375
drypatrol.com,0.2,10.0
toysrus.co.za,0.1,11.0
lynnward.blogs.com,6.700000000000001,8.0
etccatering.net,0.2,9.0
experience-essential-oils.com,5.2,8.5
artsyarchitette.wordpress.com,0.2,18.0
lipstickdupe.com,4.0,4.0
topbeautysh.com,0.2,19.0
skintreatment.com,2.6,5.5
smart-cactus.org:3333,4.8,13.0
dairyfreecooking.about.com,37.800000000000004,6.25
phoenixbeauty90.tumblr.com,0.9,20.0
bestchoicebrand.com,4.1,11.666666666666666
healthlinkbc.ca,2.4000000000000004,5.666666666666667
natralus.com.au,0.1,18.0
petproductsonline25.co.uk,0.2,19.0
usa.weleda.com,18.0,10.7
alessandro-international.us,0.2,9.0
mordocrosswords.com,2.2,14.5
patrontequila.com,0.6,12.0
lantu.gmc.globalmarket.com,2.4,6.5
menthogen.co.uk,1.3,6.5
health.allwomenstalk.com,1.4000000000000001,18.0
howtogeek.com,37.900000000000006,4.0
realdiaperassociation.org,0.7,12.0
beautyblogxo.blogspot.com,1.7,19.0
jumia.com.ng,1.7,20.0
amway.in,0.3,7.0
chefscatalog.com,6.699999999999999,5.0
beauty.hunsa.com,0.0,17.0
waggybuddy.com,0.2,12.0
tomshardware.com,0.5,14.0
en.wordpress.com,0.5,6.0
fashhunny.com,0.4,10.0
incontinentsupport.org,0.1,16.0
pharmacie-place-ronde.fr,0.8,9.5
en.nivea.ca,1.2,7.0
pdffiller.com,15.2,8.636363636363637
kellytirman.com,0.3,19.0
192.185.107.115,0.4,8.0
all-about-juicing.com,0.1,17.0
cdiscount.com,0.1,20.0
arbonnecjuk.tumblr.com,3.0,6.5
peteducation.com,11.600000000000001,15.055555555555555
neova.com,0.8,4.0
electricsense.com,2.6,20.0
boards.weddingbee.com,140.2,11.192307692307692
uvalux.com,0.1,11.0
onlinebuff.com,4.2,10.0
valetmag.com,1.4000000000000001,8.0
howtoremovethat.com,3.9000000000000004,16.125
crosswordassistant.com,2.3000000000000003,14.0
maxinw.ru,0.1,15.0
multimedia.3m.com,0.30000000000000004,16.5
bitebeauty.com,0.4,8.0
ph.loccitane.com,0.7000000000000001,20.0
bdword.com,0.4,9.0
builtlean.com,1.4,15.0
joythebaker.com,8.1,10.8
orthop.washington.edu,0.1,20.0
promakeupme.wordpress.com,69.8,10.25
whyeat.net,0.1,12.0
wcu.edu,1.0,10.0
fermosahouse.blogspot.com,0.1,19.0
sugartartcrafts.com,0.2,10.0
drfoot.co.uk,18.3,9.75
swedish.org,0.9,15.0
acnemantra.com,202.60000000000002,11.328947368421053
iglookids.co.uk,0.1,19.0
visitnc.com,1.8,10.0
americanscreeningcorp.com,0.2,20.0
baking.food.com,3.3000000000000003,14.5
everydayscentdairy.wordpress.com,3.3,3.0
sortofhomemade.com,1.1,19.0
miamibeachsun.com,0.2,9.0
archive.wizards.com,3.9,19.0
weatherford.com,0.1,17.0
cosmopolitan.co.uk,83.1,11.666666666666666
ict-pof-plus.eu,0.2,11.0
healthline.com,7216.800000000003,8.082530949105914
slickdeals.net,41.400000000000006,9.583333333333334
kashi.com,0.8,4.0
shop.countdown.co.nz,0.7999999999999999,14.5
lizardskin.com,3.0000000000000004,9.0
freecodesource.com,0.0,20.0
pegasusautoracing.com,0.5,6.0
oralanswers.com,0.1,17.0
jenniferhansen.com.au,2.6,6.0
annicvw.com,0.2,8.0
forum.lowcarber.org,0.6000000000000001,13.5
ukhippy.com,2.1000000000000005,14.4
globalindustrial.com,0.1,14.0
flourishbodycare.com,12.7,4.5
wizardingworldpark.com,222.3,2.75
whattoexpect.com,302.4,11.17142857142857
theruncommuter.com,0.2,12.5
jerrysartarama.com,3.4000000000000004,15.0
forum.doctissimo.fr,0.2,16.0
kctv5.com,0.4,17.0
magic-bodywrap.com,0.2,9.0
swatchandlearn.com,102.9,9.125
mybeautymatches.com,0.2,20.0
buyise.com,0.5,6.0
equip.org,0.6,10.0
crummybrothers.com,2.1,12.0
content.dollargeneral.com,0.2,19.0
howretro.com,0.2,16.0
smithsonianmag.com,0.1,18.0
nationaleczema.org,1320.0000000000002,7.506666666666667
fightingfifty.co.uk,4.900000000000001,8.666666666666666
aboundinginabundance.com,0.2,8.0
trilogyproducts.com,0.5,14.0
blog.tanforless.com,2.9000000000000004,8.166666666666666
blogs.imediaconnection.com,31.8,4.5
portlanddie.com,0.30000000000000004,13.5
lowes.com,78.7,11.470588235294118
healthypets.mercola.com,31.500000000000004,8.25
developer.mozilla.org,6.6,5.0
indianbeautydiary.com,1.2,12.2
gi365.co,46.40000000000001,10.91304347826087
mimoyoja.com,0.1,17.0
deborahmilano.co.uk,95.0,6.0
buypaulaschoice.weloveshopping.com,2.5,1.0
garnier.in,5.1,7.5
snoweye.com,0.5,17.0
sites.google.com,42.000000000000014,10.384615384615385
store.vape-street.com,1.7999999999999998,5.0
focusonskincare.com,0.1,12.0
radientinc.com,0.6,7.0
crazy8.com,1.9,13.0
thehealingplace.org,1751.4,4.75
airbetter.org,16.4,10.0
www1.bloomingdales.com,14.600000000000001,14.0
kathymiller.amtamembers.com,0.5,6.0
pbnjellies.com,7.9,7.0
indianfashionjournal.blogspot.com,0.1,12.0
rodanandfields.com,10.0,1.0
parks.ca.gov,6.4,11.125
gayteenforum.org,0.3,7.0
jimhillmedia.com,0.1,19.0
blog.gaijinpot.com,0.1,19.0
vaselinethailand.com,144.70000000000002,4.9
feql.wsu.edu,2.8000000000000003,10.0
cobbercooler.com,5.6,4.5
hellotobeauty.com,15.6,7.6
tlbeautyshop.com,1.2,5.0
hawthornethreads.com,0.2,20.0
tuesbelle.wordpress.com,0.8,4.0
beautyfau.blogspot.com,1.2,5.0
lacordee.com,0.5,16.5
learntodomakeup.blogspot.com,5.699999999999999,8.75
womenofgrace.com,1.1,13.0
redtagdeals.com,0.9,20.0
redmart.com,35.2,4.166666666666667
fratmusic.com,0.9,20.0
szepelet.com,0.2,17.0
womenshealthmag.co.uk,2.6,15.5
mychelle.com,0.3,20.0
bestpriceonlineusa.com,0.1,16.0
onelittlevice.blogspot.com,0.1,14.0
windows8downloads.com,9.6,15.0
fragranceingredients.iff.com,2.8,6.0
tvguide.com,0.4,10.0
thesecretobsession.com,0.6,5.0
nonscents.net,0.1,18.0
jifatu.com,5.5,3.0
ourkidsmom.com,0.30000000000000004,16.0
blog.starkskincare.com,2.0,17.0
textmusic.ru,0.3,14.0
rosinaslotionspotions.com,0.3,18.0
dryeyezone.com,15.799999999999999,9.6
examiner.com,247.39999999999992,10.677966101694915
behance.net,4.2,15.6
getsetblush.com,1.1,16.5
whipitbrand.ca,7.6000000000000005,11.333333333333334
organicmakeup.ca,22.8,6.857142857142857
thisiscarpentry.com,0.1,14.0
wilton.com,1815.2,7.6521739130434785
ronjonsurfshop.com,0.1,12.0
courts.mi.gov,0.4,20.0
ivey.website,0.1,17.0
beautyonline247.com,0.3,20.0
womenshealthcaretopics.com,0.1,15.0
thefacepharmacy.com,0.2,14.0
blackweb20.com,0.1,13.0
silkybow.com,2.0999999999999996,6.0
pethealthnetwork.com,0.1,18.0
nature.nps.gov,0.1,14.0
deepsouthdish.com,1.1,13.25
kicks.se,0.3,17.0
mariahgriffin101.wordpress.com,1.1,15.0
toxipedia.org,0.7,11.5
thecentsableshoppin.com,0.1,17.0
ecrater.com,0.1,20.0
damprid.com,66.3,1.5
iro.umontreal.ca,0.2,14.0
sci-news.com,0.1,19.0
reviews.sallybeauty.com,2.4000000000000004,12.666666666666666
womensinternational.com,0.3,7.0
pennypinchinmom.com,0.6000000000000001,8.5
nycdentist.com,5.9,15.0
quirkycooking.com.au,0.2,19.0
dermatologyatmidtowne.com,3.2,4.0
supteam.cz,0.1,17.0
apnewsarchive.com,0.3,7.0
nivea.co.uk,0.1,15.0
beautyhealthtips.in,516.6000000000003,9.454545454545455
lazada.vn,1.3000000000000003,16.333333333333332
menshair.about.com,1.3,11.0
kivvi.kz,0.0,20.0
n-diya.com,0.6,13.0
phrogroup.com,0.8,10.0
lyricsfreak.com,24.1,4.5
shopotam.ru,0.2,8.0
mytaste.co.uk,0.7000000000000001,20.0
thelittlesoapandcandlecompany.co.uk,0.1,18.0
rebloggy.com,1.4000000000000001,2.0
consolidatedlabel.com,0.6,5.0
ugsmedical.com,6.8999999999999995,6.0
trianglenursery.co.uk,0.1,16.0
mcnallyspharmacy.com,0.1,15.0
howcast.com,24.0,15.125
toysrus.com.au,0.5,13.5
weinterrupt.com,2.1,12.0
medical-supplies-equipment-company.com,1.1,10.5
1songday.com,12.4,13.0
relaxtheback.com,4.2,5.0
canadavisa.com,0.2,20.0
alamaruniforms.com,1.2,7.0
vinemarket.com,0.3,14.0
hpowc.org,275.6,4.5
seacretspa.com,1.4000000000000001,18.2
jenniferstano.blogspot.com,3.6,2.0
herbwisdom.com,1.7000000000000002,13.833333333333334
animals.nationalgeographic.com,1.1,8.5
obsev.com,2.1,13.0
elixirskincare.com,0.8,4.0
curlz.wegotkidz.com,3.6000000000000005,13.833333333333334
zephoria.org,0.1,20.0
americaninternationalshippingllc.com,7.2,16.27777777777778
hudabeauty.com,28.300000000000004,14.714285714285714
anasanaturals.com,3.4,8.0
charismamag.com,0.5,6.0
mommyinheelsblog.com,0.2,19.0
overland.com,0.1,19.0
archderm.jamanetwork.com,0.3,17.0
theshaveden.com,0.2,11.0
nist.gov,6.4,8.0
thegreatplate.wordpress.com,5.5,3.0
heart.org,0.4,10.0
glutenfreeonashoestring.com,65.0,4.083333333333333
leguidesante.com,3.7,14.5
coconutbeachtan.com,0.1,13.0
eyesoftheworldimports.com,2.5,6.0
datpiff.com,6.0,6.5
newbeauty.com,0.2,15.0
allisimpson.com,1.2,5.0
backtoherroots.com,0.3,11.0
caes.uga.edu,11.1,14.6
power-export.com,1.0,9.0
findcosmeticplasticsurgery.ca,0.8,4.0
farlows.co.uk,1.7,19.0
templespa.com,1.4000000000000001,17.5
libbyspinkvanity.com,2.0,7.5
digitaldjpool.com,2.1,7.0
womenlovebeauty.com,4.3999999999999995,11.11111111111111
hellosathi.com,0.1,16.0
edgepark.com,0.5,20.0
redonline.co.uk,12.899999999999997,12.411764705882353
cabotcheese.coop,0.7000000000000001,14.0
ion.ac.uk,0.1,11.0
parapharmastock.com,0.2,14.0
allyou.com,7106.4000000000015,9.504950495049505
kimmib.wordpress.com,0.4,14.0
bayanmall.com,0.2,17.5
abesmarket.com,15.0,14.0
freemania.net,12.1,7.8
rawfoodrecipes.com,10.1,15.5
medicalhealthtips.com,29.6,9.285714285714286
baby.lovetoknow.com,0.30000000000000004,10.0
dishmaps.com,17.7,7.0
readabstracts.com,0.1,14.0
typesofbeauty.over-blog.com,1.2,17.0
reviewcentre.com,0.3,15.0
lowcarbfriends.com,3.5,7.333333333333333
sanitas-skincare.com,0.2,12.0
householdproducts.nlm.nih.gov,18.7,13.758620689655173
fusionmultisport.com,0.3,20.0
memecenter.com,1.8,18.0
danielbeckworth.com,1.0000000000000002,17.0
shenzhenshijin6.sell.curiousexpeditions.org,0.5,20.0
bee-pollen-power.com,1.2000000000000002,13.5
jeans2013.net,0.6000000000000001,16.0
skinenergizer.com,3.0000000000000004,11.166666666666666
ozcosmetics.com.sg,0.5,6.0
reanspeaks.wordpress.com,0.1,17.0
lesley-kim.com,1.7,16.0
meilibahenling-indonesia.com,0.2,17.0
yourthumbsup.com,3.6,9.0
